level,cluster_key,slug,chosen_model,successes,attempts
2,root_c2_c4_c1,Math_102,gen,7,7
2,root_c2_c4_c1,Math_69,gen,9,10
2,root_c2_c4_c2,Math_105,gen,1,10
2,root_c2_c4_c2,Math_57,gen,8,10
2,root_c3_c0_c1,JxPath_5,gen,5,10
2,root_c3_c0_c2,JxPath_8,sr,10,10
2,root_c3_c1_c0,Lang_49,gen,10,10
2,root_c3_c1_c0,Math_1,gen,7,10
2,root_c3_c1_c0,Math_26,gen,9,10
2,root_c3_c1_c0,Math_27,gen,10,10
2,root_c3_c1_c0,Math_91,gen,10,10
2,root_c3_c1_c2,Lang_22,gen,2,10
2,root_c3_c1_c2,Math_54,gen,2,10
2,root_c3_c1_c2,Time_15,gen,10,10
2,root_c3_c2_c0,Math_46,gen,1,10
2,root_c3_c2_c1,Math_53,sr,8,10
2,root_c3_c2_c2,Math_5,gen,2,10
2,root_c3_c3_c0,Chart_11,gen,10,10
2,root_c3_c3_c1,Math_59,sr,10,10
2,root_c3_c3_c1,Math_63,sr,8,10
2,root_c3_c3_c1,Math_94,sr,5,10
2,root_c3_c3_c2,Mockito_22,gen,10,10
2,root_c3_c4_c0,Collections_17,sr,2,10
2,root_c4_c0_c0,Closure_39,gen,3,10
2,root_c4_c0_c1,Closure_19,gen,8,10
2,root_c4_c0_c2,Closure_152,gen,2,10
2,root_c4_c0_c2,Closure_41,gen,3,10
2,root_c4_c1_c0,Closure_36,gen,9,10
2,root_c4_c1_c1,Closure_12,gen,3,10
2,root_c4_c1_c2,Closure_15,gen,5,10
2,root_c4_c1_c2,Closure_58,gen,7,10
2,root_c4_c1_c2,Closure_76,gen,1,10
2,root_c4_c2_c0,Closure_146,sr,1,10
2,root_c4_c2_c0,Closure_80,sr,9,10
2,root_c4_c2_c0,Closure_86,sr,10,10
2,root_c4_c2_c1,Closure_61,gen,7,10
2,root_c4_c2_c1,Closure_78,gen,10,10
2,root_c4_c2_c1,Closure_97,gen,4,10
2,root_c4_c2_c2,Closure_94,gen,8,10
2,root_c4_c3_c0,Closure_53,gen,9,10
2,root_c4_c3_c1,Closure_145,gen,2,10
2,root_c4_c4_c1,Closure_18,gen,7,10
2,root_c4_c4_c1,Closure_57,gen,10,10
2,root_c4_c4_c1,Closure_59,gen,4,10
2,root_c4_c4_c1,Closure_92,gen,4,10
2,root_c4_c4_c1,Closure_9,gen,2,10
2,root_c5_c0_c0,Chart_17,sr,5,10
2,root_c5_c0_c1,Chart_5,gen,4,10
2,root_c5_c0_c2,Chart_7,gen,10,10
2,root_c5_c0_c2,Chart_9,gen,4,10
2,root_c5_c1_c0,Lang_50,gen,10,10
2,root_c5_c1_c1,Lang_21,gen,8,10
2,root_c5_c1_c1,Lang_26,gen,10,10
2,root_c5_c1_c1,Lang_63,gen,3,10
2,root_c5_c1_c1,Time_27,gen,9,10
2,root_c5_c1_c2,Time_23,gen,9,10
2,root_c5_c3_c0,Gson_5,sr,10,10
2,root_c5_c3_c0,JacksonDatabind_6,sr,1,10
2,root_c5_c3_c1,Chart_8,sr,10,10
2,root_c5_c3_c1,Lang_53,sr,10,10
2,root_c5_c3_c1,Time_18,sr,2,10
2,root_c5_c3_c1,Time_19,sr,1,10
2,root_c5_c3_c1,Time_8,sr,1,10
2,root_c5_c3_c2,Time_16,sr,7,10
2,root_c5_c3_c2,Time_20,sr,1,10
2,root_c5_c3_c2,Time_7,sr,2,10
2,root_c5_c4_c0,Chart_12,sr,10,10
2,root_c5_c4_c0,Chart_14,sr,5,5
2,root_c5_c4_c1,Chart_20,sr,10,10
2,root_c5_c4_c1,Chart_24,sr,10,10
2,root_c5_c4_c1,Math_75,sr,10,10
2,root_c5_c4_c2,Chart_15,gen,10,10
2,root_c5_c4_c2,Chart_16,gen,1,10
2,root_c5_c4_c2,Chart_1,gen,10,10
2,root_c5_c4_c2,Chart_25,gen,10,10
2,root_c5_c4_c2,Chart_26,gen,10,10
2,root_c5_c4_c2,Chart_4,gen,10,10
2,root_c6_c0_c0,Closure_38,sr,1,10
2,root_c6_c0_c1,Closure_51,gen,9,10
2,root_c6_c1_c0,JacksonCore_19,gen,8,10
2,root_c6_c1_c1,JacksonCore_5,sr,10,10
2,root_c6_c1_c1,JacksonCore_6,sr,10,10
2,root_c6_c1_c2,Math_101,sr,10,10
2,root_c6_c1_c2,Math_106,sr,5,10
2,root_c6_c2_c0,Cli_3,sr,10,10
2,root_c6_c2_c1,Lang_16,sr,10,10
2,root_c6_c2_c1,Lang_27,sr,5,10
2,root_c6_c2_c1,Lang_7,sr,5,10
2,root_c6_c2_c2,Lang_24,gen,10,10
2,root_c6_c2_c2,Lang_44,gen,1,10
2,root_c6_c2_c2,Lang_58,gen,3,10
2,root_c6_c3_c1,Lang_3,sr,6,10
2,root_c6_c4_c0,Closure_128,sr,7,10
2,root_c6_c4_c2,Closure_52,sr,9,10
2,root_c7_c0_c1,Cli_28,gen,7,10
2,root_c7_c0_c2,Cli_12,gen,8,10
2,root_c7_c0_c2,Cli_35,gen,10,10
2,root_c7_c0_c2,Cli_5,gen,10,10
2,root_c7_c1_c0,Csv_10,sr,7,10
2,root_c7_c1_c0,Csv_15,sr,3,10
2,root_c7_c1_c0,Csv_5,sr,8,10
2,root_c7_c1_c1,Csv_2,sr,10,10
2,root_c7_c1_c1,Jsoup_48,sr,5,5
2,root_c7_c1_c2,Csv_11,sr,10,10
2,root_c7_c1_c2,Csv_4,sr,9,10
2,root_c7_c1_c2,Csv_6,sr,9,10
2,root_c7_c1_c2,Csv_9,sr,10,10
2,root_c7_c2_c0,Chart_18,gen,1,10
2,root_c7_c2_c0,Collections_13,gen,1,10
2,root_c7_c2_c0,Collections_19,gen,1,10
2,root_c7_c2_c0,Collections_23,gen,10,10
2,root_c7_c2_c0,Jsoup_89,gen,10,10
2,root_c7_c2_c0,Lang_64,gen,10,10
2,root_c7_c2_c0,Math_89,gen,10,10
2,root_c7_c2_c1,Chart_6,gen,10,10
2,root_c7_c2_c1,Collections_3,gen,10,10
2,root_c7_c2_c1,Collections_5,gen,5,10
2,root_c7_c2_c1,Lang_33,gen,10,10
2,root_c7_c2_c1,Lang_34,gen,10,10
2,root_c7_c2_c1,Lang_37,gen,10,10
2,root_c7_c2_c1,Math_34,gen,10,10
2,root_c7_c2_c2,JacksonCore_23,gen,10,10
2,root_c7_c2_c2,Lang_55,gen,10,10
2,root_c7_c2_c2,Mockito_13,gen,10,10
2,root_c7_c2_c2,Mockito_24,gen,10,10
2,root_c7_c2_c2,Mockito_29,gen,10,10
2,root_c7_c2_c2,Mockito_30,gen,1,10
2,root_c7_c2_c2,Mockito_34,gen,7,10
2,root_c7_c2_c2,Mockito_38,gen,10,10
2,root_c7_c3_c0,Cli_29,sr,1,10
2,root_c7_c3_c0,Closure_62,sr,4,10
2,root_c7_c3_c0,Codec_1,sr,8,10
2,root_c7_c3_c0,Codec_3,sr,3,10
2,root_c7_c3_c1,Codec_17,sr,10,10
2,root_c7_c3_c1,Codec_18,sr,10,10
2,root_c7_c3_c1,JacksonCore_14,sr,10,10
2,root_c7_c3_c1,JacksonCore_4,sr,2,10
2,root_c7_c3_c1,JacksonCore_8,sr,6,10
2,root_c7_c3_c1,Lang_12,sr,10,10
2,root_c7_c3_c1,Lang_14,sr,10,10
2,root_c7_c3_c1,Lang_20,sr,8,10
2,root_c7_c3_c1,Lang_31,sr,10,10
2,root_c7_c3_c1,Lang_45,sr,10,10
2,root_c7_c3_c1,Lang_59,sr,10,10
2,root_c7_c3_c1,Lang_60,sr,10,10
2,root_c7_c3_c1,Lang_61,sr,9,10
2,root_c7_c3_c2,Chart_10,gen,10,10
2,root_c7_c3_c2,Lang_29,gen,10,10
2,root_c7_c3_c2,Lang_40,gen,5,10
2,root_c7_c3_c2,Lang_51,gen,6,10
2,root_c7_c3_c2,Lang_54,gen,1,10
2,root_c7_c3_c2,Lang_5,gen,7,10
2,root_c7_c4_c0,Cli_39,gen,1,10
2,root_c7_c4_c0,Cli_40,gen,10,10
2,root_c7_c4_c1,Cli_11,sr,10,10
2,root_c7_c4_c1,Cli_27,sr,8,10
2,root_c7_c4_c1,Cli_4,sr,10,10
2,root_c7_c4_c1,Cli_9,sr,10,10
2,root_c7_c4_c2,Cli_23,gen,7,10
2,root_c7_c4_c2,Cli_24,gen,2,10
2,root_c7_c4_c2,Cli_32,gen,2,10
2,root_c7_c4_c2,Cli_8,gen,1,10
2,root_c8_c0_c0,Jsoup_53,gen,9,10
2,root_c8_c0_c0,Jsoup_60,gen,8,10
2,root_c8_c0_c0,Jsoup_68,gen,8,10
2,root_c8_c0_c1,Jsoup_41,gen,3,10
2,root_c8_c0_c1,Jsoup_43,gen,10,10
2,root_c8_c0_c2,Jsoup_32,sr,5,10
2,root_c8_c0_c2,Jsoup_61,sr,8,10
2,root_c8_c1_c0,Closure_44,sr,7,10
2,root_c8_c1_c0,Closure_65,sr,10,10
2,root_c8_c1_c0,Closure_73,sr,10,10
2,root_c8_c1_c0,Closure_77,sr,10,10
2,root_c8_c1_c0,Jsoup_46,sr,5,5
2,root_c8_c1_c0,Jsoup_74,sr,1,10
2,root_c8_c1_c0,Lang_52,sr,2,5
2,root_c8_c1_c1,Jsoup_15,sr,4,10
2,root_c8_c1_c1,Jsoup_1,sr,8,10
2,root_c8_c1_c1,Jsoup_24,sr,1,10
2,root_c8_c1_c1,Jsoup_26,sr,10,10
2,root_c8_c1_c1,Jsoup_40,sr,9,10
2,root_c8_c1_c1,Jsoup_45,sr,5,5
2,root_c8_c1_c1,Jsoup_59,sr,8,10
2,root_c8_c1_c1,Jsoup_70,sr,10,10
2,root_c8_c1_c1,Jsoup_75,sr,4,10
2,root_c8_c1_c1,Jsoup_77,sr,9,10
2,root_c8_c1_c1,Jsoup_80,sr,1,10
2,root_c8_c1_c2,Jsoup_6,gen,10,10
2,root_c8_c1_c2,Lang_17,gen,1,10
2,root_c8_c1_c2,Lang_19,gen,1,10
2,root_c8_c1_c2,Lang_28,gen,10,10
2,root_c8_c1_c2,Lang_42,gen,10,10
2,root_c8_c1_c2,Lang_62,gen,9,10
2,root_c8_c3_c1,Jsoup_20,gen,10,10
2,root_c8_c3_c1,Jsoup_39,gen,9,10
2,root_c8_c3_c1,Jsoup_50,gen,3,10
2,root_c8_c3_c2,Jsoup_34,gen,10,10
2,root_c8_c3_c2,Jsoup_51,gen,10,10
2,root_c8_c3_c2,Jsoup_72,gen,7,10
2,root_c8_c4_c0,Jsoup_10,sr,10,10
2,root_c8_c4_c1,Jsoup_54,gen,7,10
2,root_c8_c4_c1,Jsoup_57,gen,10,10
2,root_c8_c4_c1,Jsoup_85,gen,10,10
2,root_c8_c4_c1,Jsoup_88,gen,10,10
2,root_c8_c4_c2,Jsoup_42,gen,10,10
2,root_c8_c4_c2,Jsoup_93,gen,10,10
2,root_c9_c0_c0,Gson_12,gen,10,10
2,root_c9_c0_c1,Gson_15,gen,9,10
2,root_c9_c0_c1,JacksonCore_17,gen,8,10
2,root_c9_c0_c1,JacksonCore_25,gen,10,10
2,root_c9_c1_c0,JacksonDatabind_101,gen,1,10
2,root_c9_c1_c0,JacksonDatabind_13,gen,9,10
2,root_c9_c1_c0,JacksonDatabind_70,gen,10,10
2,root_c9_c1_c0,JacksonDatabind_76,gen,5,10
2,root_c9_c1_c1,JacksonDatabind_108,gen,10,10
2,root_c9_c1_c1,JacksonDatabind_28,gen,7,10
2,root_c9_c1_c1,JacksonDatabind_29,gen,1,10
2,root_c9_c1_c1,JacksonDatabind_74,gen,10,10
2,root_c9_c1_c2,JacksonDatabind_100,gen,2,10
2,root_c9_c1_c2,JacksonDatabind_3,gen,5,10
2,root_c9_c1_c2,JacksonDatabind_4,gen,1,10
2,root_c9_c1_c2,JacksonDatabind_83,gen,5,10
2,root_c9_c1_c2,JacksonXml_3,gen,10,10
2,root_c9_c2_c0,JacksonDatabind_24,gen,8,10
2,root_c9_c2_c0,JacksonDatabind_34,gen,9,10
2,root_c9_c2_c0,JacksonDatabind_45,gen,5,10
2,root_c9_c2_c2,JacksonXml_5,sr,5,10
2,root_c9_c3_c0,Gson_17,sr,4,10
2,root_c9_c3_c1,JacksonDatabind_42,gen,8,10
2,root_c9_c3_c1,JacksonDatabind_56,gen,6,10
2,root_c9_c3_c1,JacksonDatabind_57,gen,7,10
2,root_c9_c3_c2,JacksonDatabind_71,gen,10,10
2,root_c9_c4_c1,JacksonCore_20,gen,10,10
2,root_c9_c4_c2,JacksonDatabind_1,gen,8,10
2,root_c9_c4_c2,JacksonDatabind_97,gen,3,10
