level,cluster_key,cluster_file,size_raw,size_unique,representatives,chosen_model,reason,rep_gen_successes,rep_sr_successes
2,root_c3_c4_c0,/home/base/APR/D4C/dpp/result_cluster/level_2/root_c3_c4_c0.json,1,1,Collections_17_query,sr,rep_fixed_by_sr_only,0,2
2,root_c4_c0_c0,/home/base/APR/D4C/dpp/result_cluster/level_2/root_c4_c0_c0.json,4,4,Closure_7_query,gen,rep_not_fixed_by_either_default_gen,0,0
2,root_c4_c0_c1,/home/base/APR/D4C/dpp/result_cluster/level_2/root_c4_c0_c1.json,13,13,Closure_33_query,gen,rep_not_fixed_by_either_default_gen,0,0
2,root_c4_c0_c2,/home/base/APR/D4C/dpp/result_cluster/level_2/root_c4_c0_c2.json,26,26,Closure_171_query,gen,rep_not_fixed_by_either_default_gen,0,0
2,root_c4_c1_c0,/home/base/APR/D4C/dpp/result_cluster/level_2/root_c4_c1_c0.json,9,9,Closure_116_query,gen,rep_not_fixed_by_either_default_gen,0,0
2,root_c4_c1_c1,/home/base/APR/D4C/dpp/result_cluster/level_2/root_c4_c1_c1.json,6,6,Closure_127_query,gen,rep_not_fixed_by_either_default_gen,0,0
2,root_c4_c1_c2,/home/base/APR/D4C/dpp/result_cluster/level_2/root_c4_c1_c2.json,8,8,Closure_88_query,gen,rep_not_fixed_by_either_default_gen,0,0
2,root_c4_c2_c0,/home/base/APR/D4C/dpp/result_cluster/level_2/root_c4_c2_c0.json,5,5,Closure_80_query,sr,rep_fixed_by_sr_only,0,9
2,root_c4_c2_c1,/home/base/APR/D4C/dpp/result_cluster/level_2/root_c4_c2_c1.json,8,8,Closure_74_query,gen,rep_not_fixed_by_either_default_gen,0,0
2,root_c4_c2_c2,/home/base/APR/D4C/dpp/result_cluster/level_2/root_c4_c2_c2.json,1,1,Closure_94_query,gen,rep_fixed_by_gen_only,8,0
2,root_c4_c3_c0,/home/base/APR/D4C/dpp/result_cluster/level_2/root_c4_c3_c0.json,6,6,Closure_53_query,gen,both_fix_rep_gen_more_success(9>3),9,3
2,root_c4_c3_c1,/home/base/APR/D4C/dpp/result_cluster/level_2/root_c4_c3_c1.json,13,13,Closure_173_query,gen,rep_not_fixed_by_either_default_gen,0,0
2,root_c4_c3_c2,/home/base/APR/D4C/dpp/result_cluster/level_2/root_c4_c3_c2.json,5,5,Closure_37_query,gen,rep_not_fixed_by_either_default_gen,0,0
2,root_c4_c4_c0,/home/base/APR/D4C/dpp/result_cluster/level_2/root_c4_c4_c0.json,7,7,Closure_99_query,gen,rep_not_fixed_by_either_default_gen,0,0
2,root_c4_c4_c1,/home/base/APR/D4C/dpp/result_cluster/level_2/root_c4_c4_c1.json,11,11,Closure_113_query,gen,rep_not_fixed_by_either_default_gen,0,0
2,root_c4_c4_c2,/home/base/APR/D4C/dpp/result_cluster/level_2/root_c4_c4_c2.json,16,16,Closure_110_query,gen,rep_not_fixed_by_either_default_gen,0,0
2,root_c5_c0_c0,/home/base/APR/D4C/dpp/result_cluster/level_2/root_c5_c0_c0.json,1,1,Chart_17_query,sr,rep_fixed_by_sr_only,0,5
2,root_c5_c0_c1,/home/base/APR/D4C/dpp/result_cluster/level_2/root_c5_c0_c1.json,1,1,Chart_5_query,gen,rep_fixed_by_gen_only,4,0
2,root_c5_c0_c2,/home/base/APR/D4C/dpp/result_cluster/level_2/root_c5_c0_c2.json,3,3,Chart_9_query,gen,rep_fixed_by_gen_only,4,0
2,root_c5_c1_c0,/home/base/APR/D4C/dpp/result_cluster/level_2/root_c5_c1_c0.json,4,4,Lang_38_query,gen,rep_not_fixed_by_either_default_gen,0,0
2,root_c5_c1_c1,/home/base/APR/D4C/dpp/result_cluster/level_2/root_c5_c1_c1.json,7,7,Time_13_query,gen,rep_not_fixed_by_either_default_gen,0,0
2,root_c5_c1_c2,/home/base/APR/D4C/dpp/result_cluster/level_2/root_c5_c1_c2.json,1,1,Time_23_query,gen,rep_fixed_by_gen_only,9,0
2,root_c5_c2_c0,/home/base/APR/D4C/dpp/result_cluster/level_2/root_c5_c2_c0.json,2,2,Time_14_query,gen,rep_not_fixed_by_either_default_gen,0,0
2,root_c5_c2_c1,/home/base/APR/D4C/dpp/result_cluster/level_2/root_c5_c2_c1.json,4,4,Time_2_query,gen,rep_not_fixed_by_either_default_gen,0,0
2,root_c5_c2_c2,/home/base/APR/D4C/dpp/result_cluster/level_2/root_c5_c2_c2.json,1,1,Time_6_query,gen,rep_not_fixed_by_either_default_gen,0,0
2,root_c5_c3_c0,/home/base/APR/D4C/dpp/result_cluster/level_2/root_c5_c3_c0.json,2,2,Gson_5_query,sr,both_fix_rep_tie_success(10==10),10,10
2,root_c5_c3_c1,/home/base/APR/D4C/dpp/result_cluster/level_2/root_c5_c3_c1.json,10,10,Time_19_query,sr,rep_fixed_by_sr_only,0,1
2,root_c5_c3_c2,/home/base/APR/D4C/dpp/result_cluster/level_2/root_c5_c3_c2.json,4,4,Time_7_query,sr,rep_fixed_by_sr_only,0,2
2,root_c5_c4_c0,/home/base/APR/D4C/dpp/result_cluster/level_2/root_c5_c4_c0.json,2,2,Chart_12_query,sr,both_fix_rep_tie_success(10==10),10,10
2,root_c5_c4_c1,/home/base/APR/D4C/dpp/result_cluster/level_2/root_c5_c4_c1.json,3,3,Chart_24_query,sr,both_fix_rep_tie_success(10==10),10,10
2,root_c5_c4_c2,/home/base/APR/D4C/dpp/result_cluster/level_2/root_c5_c4_c2.json,9,9,Chart_4_query,gen,both_fix_rep_gen_more_success(10>6),10,6
2,root_c6_c0_c0,/home/base/APR/D4C/dpp/result_cluster/level_2/root_c6_c0_c0.json,1,1,Closure_38_query,sr,rep_fixed_by_sr_only,0,1
2,root_c6_c0_c1,/home/base/APR/D4C/dpp/result_cluster/level_2/root_c6_c0_c1.json,1,1,Closure_51_query,gen,both_fix_rep_gen_more_success(9>4),9,4
2,root_c6_c1_c0,/home/base/APR/D4C/dpp/result_cluster/level_2/root_c6_c1_c0.json,4,4,JacksonCore_19_query,gen,rep_fixed_by_gen_only,8,0
2,root_c6_c1_c1,/home/base/APR/D4C/dpp/result_cluster/level_2/root_c6_c1_c1.json,2,2,JacksonCore_6_query,sr,both_fix_rep_tie_success(10==10),10,10
2,root_c6_c1_c2,/home/base/APR/D4C/dpp/result_cluster/level_2/root_c6_c1_c2.json,2,2,Math_101_query,sr,rep_fixed_by_sr_only,0,10
2,root_c6_c2_c0,/home/base/APR/D4C/dpp/result_cluster/level_2/root_c6_c2_c0.json,1,1,Cli_3_query,sr,both_fix_rep_sr_more_success(10>9),9,10
2,root_c6_c2_c1,/home/base/APR/D4C/dpp/result_cluster/level_2/root_c6_c2_c1.json,4,4,Lang_27_query,sr,both_fix_rep_sr_more_success(5>4),4,5
2,root_c6_c2_c2,/home/base/APR/D4C/dpp/result_cluster/level_2/root_c6_c2_c2.json,4,4,Lang_36_query,gen,rep_not_fixed_by_either_default_gen,0,0
2,root_c6_c3_c0,/home/base/APR/D4C/dpp/result_cluster/level_2/root_c6_c3_c0.json,1,1,Lang_1_query,gen,rep_not_fixed_by_either_default_gen,0,0
2,root_c6_c3_c1,/home/base/APR/D4C/dpp/result_cluster/level_2/root_c6_c3_c1.json,1,1,Lang_3_query,sr,both_fix_rep_sr_more_success(6>3),3,6
2,root_c6_c4_c0,/home/base/APR/D4C/dpp/result_cluster/level_2/root_c6_c4_c0.json,1,1,Closure_128_query,sr,rep_fixed_by_sr_only,0,7
2,root_c6_c4_c1,/home/base/APR/D4C/dpp/result_cluster/level_2/root_c6_c4_c1.json,1,1,Closure_75_query,gen,rep_not_fixed_by_either_default_gen,0,0
2,root_c6_c4_c2,/home/base/APR/D4C/dpp/result_cluster/level_2/root_c6_c4_c2.json,1,1,Closure_52_query,sr,both_fix_rep_sr_more_success(9>8),8,9
2,root_c7_c0_c0,/home/base/APR/D4C/dpp/result_cluster/level_2/root_c7_c0_c0.json,2,2,Cli_13_query,gen,rep_not_fixed_by_either_default_gen,0,0
2,root_c7_c0_c1,/home/base/APR/D4C/dpp/result_cluster/level_2/root_c7_c0_c1.json,3,3,Cli_28_query,gen,both_fix_rep_gen_more_success(7>5),7,5
2,root_c7_c0_c2,/home/base/APR/D4C/dpp/result_cluster/level_2/root_c7_c0_c2.json,9,9,Cli_18_query,gen,rep_not_fixed_by_either_default_gen,0,0
2,root_c7_c1_c0,/home/base/APR/D4C/dpp/result_cluster/level_2/root_c7_c1_c0.json,7,7,Csv_15_query,sr,both_fix_rep_sr_more_success(3>2),2,3
2,root_c7_c1_c1,/home/base/APR/D4C/dpp/result_cluster/level_2/root_c7_c1_c1.json,2,2,Csv_2_query,sr,both_fix_rep_tie_success(10==10),10,10
2,root_c7_c1_c2,/home/base/APR/D4C/dpp/result_cluster/level_2/root_c7_c1_c2.json,4,4,Csv_9_query,sr,both_fix_rep_tie_success(10==10),10,10
2,root_c7_c2_c0,/home/base/APR/D4C/dpp/result_cluster/level_2/root_c7_c2_c0.json,24,24,Collections_22_query,gen,rep_not_fixed_by_either_default_gen,0,0
2,root_c7_c2_c1,/home/base/APR/D4C/dpp/result_cluster/level_2/root_c7_c2_c1.json,10,10,Lang_37_query,gen,both_fix_rep_gen_more_success(10>5),10,5
2,root_c7_c2_c2,/home/base/APR/D4C/dpp/result_cluster/level_2/root_c7_c2_c2.json,20,20,Mockito_35_query,gen,rep_not_fixed_by_either_default_gen,0,0
2,root_c7_c3_c0,/home/base/APR/D4C/dpp/result_cluster/level_2/root_c7_c3_c0.json,6,6,Codec_1_query,sr,both_fix_rep_sr_more_success(8>1),1,8
2,root_c7_c3_c1,/home/base/APR/D4C/dpp/result_cluster/level_2/root_c7_c3_c1.json,19,19,Lang_60_query,sr,both_fix_rep_tie_success(10==10),10,10
2,root_c7_c3_c2,/home/base/APR/D4C/dpp/result_cluster/level_2/root_c7_c3_c2.json,11,11,Lang_54_query,gen,rep_fixed_by_gen_only,1,0
2,root_c7_c4_c0,/home/base/APR/D4C/dpp/result_cluster/level_2/root_c7_c4_c0.json,3,3,Cli_39_query,gen,rep_fixed_by_gen_only,1,0
2,root_c7_c4_c1,/home/base/APR/D4C/dpp/result_cluster/level_2/root_c7_c4_c1.json,5,5,Cli_9_query,sr,both_fix_rep_tie_success(10==10),10,10
2,root_c7_c4_c2,/home/base/APR/D4C/dpp/result_cluster/level_2/root_c7_c4_c2.json,6,6,Cli_25_query,gen,rep_not_fixed_by_either_default_gen,0,0
2,root_c8_c0_c0,/home/base/APR/D4C/dpp/result_cluster/level_2/root_c8_c0_c0.json,6,6,Jsoup_21_query,gen,rep_not_fixed_by_either_default_gen,0,0
2,root_c8_c0_c1,/home/base/APR/D4C/dpp/result_cluster/level_2/root_c8_c0_c1.json,4,4,Jsoup_43_query,gen,rep_fixed_by_gen_only,10,0
2,root_c8_c0_c2,/home/base/APR/D4C/dpp/result_cluster/level_2/root_c8_c0_c2.json,2,2,Jsoup_61_query,sr,rep_fixed_by_sr_only,0,8
2,root_c8_c1_c0,/home/base/APR/D4C/dpp/result_cluster/level_2/root_c8_c1_c0.json,9,9,Closure_77_query,sr,both_fix_rep_sr_more_success(10>6),6,10
2,root_c8_c1_c1,/home/base/APR/D4C/dpp/result_cluster/level_2/root_c8_c1_c1.json,26,26,Jsoup_15_query,sr,rep_fixed_by_sr_only,0,4
2,root_c8_c1_c2,/home/base/APR/D4C/dpp/result_cluster/level_2/root_c8_c1_c2.json,7,7,Lang_28_query,gen,both_fix_rep_gen_more_success(10>5),10,5
2,root_c8_c2_c0,/home/base/APR/D4C/dpp/result_cluster/level_2/root_c8_c2_c0.json,3,3,JxPath_1_query,gen,rep_not_fixed_by_either_default_gen,0,0
2,root_c8_c2_c1,/home/base/APR/D4C/dpp/result_cluster/level_2/root_c8_c2_c1.json,1,1,JxPath_19_query,gen,rep_not_fixed_by_either_default_gen,0,0
2,root_c8_c2_c2,/home/base/APR/D4C/dpp/result_cluster/level_2/root_c8_c2_c2.json,1,1,JxPath_22_query,gen,rep_not_fixed_by_either_default_gen,0,0
2,root_c8_c3_c0,/home/base/APR/D4C/dpp/result_cluster/level_2/root_c8_c3_c0.json,2,2,Closure_32_query,gen,rep_not_fixed_by_either_default_gen,0,0
2,root_c8_c3_c1,/home/base/APR/D4C/dpp/result_cluster/level_2/root_c8_c3_c1.json,5,5,Jsoup_39_query,gen,both_fix_rep_gen_more_success(9>8),9,8
2,root_c8_c3_c2,/home/base/APR/D4C/dpp/result_cluster/level_2/root_c8_c3_c2.json,7,7,Jsoup_14_query,gen,rep_not_fixed_by_either_default_gen,0,0
2,root_c8_c4_c0,/home/base/APR/D4C/dpp/result_cluster/level_2/root_c8_c4_c0.json,3,3,Jsoup_10_query,sr,both_fix_rep_sr_more_success(10>9),9,10
2,root_c8_c4_c1,/home/base/APR/D4C/dpp/result_cluster/level_2/root_c8_c4_c1.json,4,4,Jsoup_57_query,gen,both_fix_rep_gen_more_success(10>8),10,8
2,root_c8_c4_c2,/home/base/APR/D4C/dpp/result_cluster/level_2/root_c8_c4_c2.json,2,2,Jsoup_93_query,gen,both_fix_rep_gen_more_success(10>9),10,9
2,root_c9_c0_c0,/home/base/APR/D4C/dpp/result_cluster/level_2/root_c9_c0_c0.json,9,9,JacksonCore_12_query,gen,rep_not_fixed_by_either_default_gen,0,0
2,root_c9_c0_c1,/home/base/APR/D4C/dpp/result_cluster/level_2/root_c9_c0_c1.json,6,6,Gson_4_query,gen,rep_not_fixed_by_either_default_gen,0,0
2,root_c9_c0_c2,/home/base/APR/D4C/dpp/result_cluster/level_2/root_c9_c0_c2.json,2,2,JacksonCore_9_query,gen,rep_not_fixed_by_either_default_gen,0,0
2,root_c9_c1_c0,/home/base/APR/D4C/dpp/result_cluster/level_2/root_c9_c1_c0.json,7,7,JacksonDatabind_76_query,gen,rep_fixed_by_gen_only,5,0
2,root_c9_c1_c1,/home/base/APR/D4C/dpp/result_cluster/level_2/root_c9_c1_c1.json,6,6,JacksonDatabind_28_query,gen,both_fix_rep_gen_more_success(7>5),7,5
2,root_c9_c1_c2,/home/base/APR/D4C/dpp/result_cluster/level_2/root_c9_c1_c2.json,6,6,JacksonDatabind_3_query,gen,both_fix_rep_gen_more_success(5>1),5,1
2,root_c9_c2_c0,/home/base/APR/D4C/dpp/result_cluster/level_2/root_c9_c2_c0.json,6,6,JacksonDatabind_85_query,gen,rep_not_fixed_by_either_default_gen,0,0
2,root_c9_c2_c1,/home/base/APR/D4C/dpp/result_cluster/level_2/root_c9_c2_c1.json,1,1,JacksonDatabind_75_query,gen,rep_not_fixed_by_either_default_gen,0,0
2,root_c9_c2_c2,/home/base/APR/D4C/dpp/result_cluster/level_2/root_c9_c2_c2.json,1,1,JacksonXml_5_query,sr,rep_fixed_by_sr_only,0,5
2,root_c9_c3_c0,/home/base/APR/D4C/dpp/result_cluster/level_2/root_c9_c3_c0.json,1,1,Gson_17_query,sr,rep_fixed_by_sr_only,0,4
2,root_c9_c3_c1,/home/base/APR/D4C/dpp/result_cluster/level_2/root_c9_c3_c1.json,3,3,JacksonDatabind_56_query,gen,both_fix_rep_gen_more_success(6>5),6,5
2,root_c9_c3_c2,/home/base/APR/D4C/dpp/result_cluster/level_2/root_c9_c3_c2.json,1,1,JacksonDatabind_71_query,gen,both_fix_rep_gen_more_success(10>5),10,5
2,root_c9_c4_c0,/home/base/APR/D4C/dpp/result_cluster/level_2/root_c9_c4_c0.json,1,1,Gson_9_query,gen,rep_not_fixed_by_either_default_gen,0,0
2,root_c9_c4_c1,/home/base/APR/D4C/dpp/result_cluster/level_2/root_c9_c4_c1.json,3,3,JacksonDatabind_2_query,gen,rep_not_fixed_by_either_default_gen,0,0
2,root_c9_c4_c2,/home/base/APR/D4C/dpp/result_cluster/level_2/root_c9_c4_c2.json,3,3,JacksonDatabind_97_query,gen,rep_fixed_by_gen_only,3,0
