level,cluster_key,slug,chosen_model,successes,attempts
1,root_c7_c2,Mockito_13,gen,10,10
1,root_c7_c2,Mockito_24,gen,10,10
1,root_c7_c2,Mockito_29,gen,10,10
1,root_c7_c2,Mockito_30,gen,1,10
1,root_c7_c2,Mockito_34,gen,7,10
1,root_c7_c2,Mockito_38,gen,10,10
1,root_c7_c3,Chart_10,sr,10,10
1,root_c7_c3,Cli_29,sr,1,10
1,root_c7_c3,Closure_62,sr,4,10
1,root_c7_c3,Codec_17,sr,10,10
1,root_c7_c3,Codec_18,sr,10,10
1,root_c7_c3,Codec_1,sr,8,10
1,root_c7_c3,Codec_3,sr,3,10
1,root_c7_c3,JacksonCore_14,sr,10,10
1,root_c7_c3,JacksonCore_4,sr,2,10
1,root_c7_c3,JacksonCore_8,sr,6,10
1,root_c7_c3,Lang_12,sr,10,10
1,root_c7_c3,Lang_14,sr,10,10
1,root_c7_c3,Lang_20,sr,8,10
1,root_c7_c3,Lang_29,sr,9,10
1,root_c7_c3,Lang_31,sr,10,10
1,root_c7_c3,Lang_40,sr,6,10
1,root_c7_c3,Lang_45,sr,10,10
1,root_c7_c3,Lang_51,sr,4,10
1,root_c7_c3,Lang_59,sr,10,10
1,root_c7_c3,Lang_5,sr,6,10
1,root_c7_c3,Lang_60,sr,10,10
1,root_c7_c3,Lang_61,sr,9,10
1,root_c7_c4,Cli_11,sr,10,10
1,root_c7_c4,Cli_23,sr,1,10
1,root_c7_c4,Cli_24,sr,7,10
1,root_c7_c4,Cli_27,sr,8,10
1,root_c7_c4,Cli_32,sr,6,10
1,root_c7_c4,Cli_40,sr,5,10
1,root_c7_c4,Cli_4,sr,10,10
1,root_c7_c4,Cli_8,sr,1,10
1,root_c7_c4,Cli_9,sr,10,10
1,root_c8_c0,Jsoup_32,gen,7,10
1,root_c8_c0,Jsoup_41,gen,3,10
1,root_c8_c0,Jsoup_43,gen,10,10
1,root_c8_c0,Jsoup_53,gen,9,10
1,root_c8_c0,Jsoup_60,gen,8,10
1,root_c8_c0,Jsoup_68,gen,8,10
1,root_c8_c1,Closure_44,gen,9,10
1,root_c8_c1,Closure_65,gen,9,10
1,root_c8_c1,Closure_73,gen,8,10
1,root_c8_c1,Closure_77,gen,6,10
1,root_c8_c1,Jsoup_1,gen,9,10
1,root_c8_c1,Jsoup_24,gen,5,10
1,root_c8_c1,Jsoup_26,gen,10,10
1,root_c8_c1,Jsoup_40,gen,1,10
1,root_c8_c1,Jsoup_45,gen,8,10
1,root_c8_c1,Jsoup_46,gen,10,10
1,root_c8_c1,Jsoup_59,gen,10,10
1,root_c8_c1,Jsoup_6,gen,10,10
1,root_c8_c1,Jsoup_70,gen,10,10
1,root_c8_c1,Jsoup_74,gen,10,10
1,root_c8_c1,Jsoup_75,gen,6,10
1,root_c8_c1,Jsoup_77,gen,10,10
1,root_c8_c1,Jsoup_80,gen,6,10
1,root_c8_c1,Lang_17,gen,1,10
1,root_c8_c1,Lang_19,gen,1,10
1,root_c8_c1,Lang_28,gen,10,10
1,root_c8_c1,Lang_42,gen,10,10
1,root_c8_c1,Lang_52,gen,10,10
1,root_c8_c1,Lang_62,gen,9,10
1,root_c8_c3,Jsoup_20,gen,10,10
1,root_c8_c3,Jsoup_34,gen,10,10
1,root_c8_c3,Jsoup_39,gen,9,10
1,root_c8_c3,Jsoup_50,gen,3,10
1,root_c8_c3,Jsoup_51,gen,10,10
1,root_c8_c3,Jsoup_72,gen,7,10
1,root_c8_c4,Jsoup_10,gen,9,10
1,root_c8_c4,Jsoup_19,gen,9,10
1,root_c8_c4,Jsoup_42,gen,10,10
1,root_c8_c4,Jsoup_54,gen,7,10
1,root_c8_c4,Jsoup_57,gen,10,10
1,root_c8_c4,Jsoup_85,gen,10,10
1,root_c8_c4,Jsoup_88,gen,10,10
1,root_c8_c4,Jsoup_93,gen,10,10
1,root_c9_c0,Gson_12,gen,10,10
1,root_c9_c0,Gson_15,gen,9,10
1,root_c9_c0,JacksonCore_17,gen,8,10
1,root_c9_c0,JacksonCore_25,gen,10,10
1,root_c9_c1,JacksonDatabind_100,gen,2,10
1,root_c9_c1,JacksonDatabind_101,gen,1,10
1,root_c9_c1,JacksonDatabind_108,gen,10,10
1,root_c9_c1,JacksonDatabind_13,gen,9,10
1,root_c9_c1,JacksonDatabind_28,gen,7,10
1,root_c9_c1,JacksonDatabind_29,gen,1,10
1,root_c9_c1,JacksonDatabind_3,gen,5,10
1,root_c9_c1,JacksonDatabind_4,gen,1,10
1,root_c9_c1,JacksonDatabind_70,gen,10,10
1,root_c9_c1,JacksonDatabind_74,gen,10,10
1,root_c9_c1,JacksonDatabind_76,gen,5,10
1,root_c9_c1,JacksonDatabind_83,gen,5,10
1,root_c9_c1,JacksonXml_3,gen,10,10
1,root_c9_c2,JacksonDatabind_24,sr,8,10
1,root_c9_c2,JacksonDatabind_34,sr,5,10
1,root_c9_c2,JacksonDatabind_45,sr,5,10
1,root_c9_c2,JacksonXml_5,sr,5,10
1,root_c9_c3,JacksonDatabind_42,gen,8,10
1,root_c9_c3,JacksonDatabind_56,gen,6,10
1,root_c9_c3,JacksonDatabind_57,gen,7,10
1,root_c9_c3,JacksonDatabind_71,gen,10,10
1,root_c9_c4,JacksonCore_20,sr,10,10
1,root_c9_c4,JacksonDatabind_1,sr,9,10
