case,model1_ts,model2_ts,ppl_diff,avgnll_diff,total_diff
Mockito_29,20251218_075532,20251218_075543,0.0021190336206289295,0.0020915448024708735,0.004210578423099803
Compress_15,20251218_075532,20251218_075543,0.0020792707032775137,0.0020698128566797548,0.0041490835599572685
JacksonDatabind_5,20251218_075532,20251218_075543,0.002091041658489612,0.0020569055583860314,0.004147947216875643
JacksonDatabind_56,20251218_075532,20251218_075543,0.0020751060384129882,0.0020402315798930433,0.0041153376183060315
Jsoup_74,20251218_075532,20251218_075543,0.002032195725668595,0.0020131135126454473,0.0040453092383140425
JacksonDatabind_1,20251218_075532,20251218_075543,0.0019951105649951284,0.0019745201069220984,0.003969630671917227
Lang_40,20251218_075532,20251218_075543,0.0019674832638405526,0.0019494413066875882,0.003916924570528141
Math_4,20251218_075532,20251218_075543,0.0019535944458619614,0.001947452496301334,0.0039010469421632953
Closure_76,20251218_075532,20251218_075543,0.0019538411096666763,0.0019221926198036976,0.003876033729470374
Compress_30,20251218_075532,20251218_075543,0.0019341503925809356,0.001925380825538365,0.0038595312181193006
Math_106,20251218_075532,20251218_075543,0.0018994890555608102,0.0018865548647292243,0.0037860439202900345
Lang_10,20251218_075532,20251218_075543,0.0019130463462595504,0.0018394100105022168,0.003752456356761767
JacksonDatabind_36,20251218_075532,20251218_075543,0.0018735991336391589,0.0018688982671445555,0.0037424974007837144
Closure_6,20251218_075532,20251218_075543,0.0018539457062514142,0.0018494736142521857,0.0037034193205035997
Mockito_24,20251218_075532,20251218_075543,0.0018556821486050978,0.0018406479616618378,0.0036963301102669356
Gson_18,20251218_075532,20251218_075543,0.0018497741660494782,0.0018374077571454896,0.003687181923194968
Math_43,20251218_075532,20251218_075543,0.0018350137132541189,0.0018285433173457506,0.0036635570305998694
JacksonCore_25,20251218_075532,20251218_075543,0.001834068834410063,0.0018258462295916663,0.0036599150640017294
Cli_4,20251218_075532,20251218_075543,0.0017717950778337599,0.0017568487308009008,0.0035286438086346607
Closure_5,20251218_075532,20251218_075543,0.0017443081924199966,0.0017418836954957951,0.0034861918879157917
Cli_32,20251218_075532,20251218_075543,0.0017467527086854062,0.0017267020214740917,0.003473454730159498
JacksonCore_3,20251218_075532,20251218_075543,0.001733727379436667,0.0017193137522155868,0.0034530411316522538
Math_77,20251218_075532,20251218_075543,0.0017026984496362196,0.0016874239238584172,0.003390122373494637
Chart_24,20251218_075532,20251218_075543,0.0016259356755874421,0.0016199148064165716,0.0032458504820040137
Compress_10,20251218_075532,20251218_075543,0.001606809938831777,0.0015935355468202307,0.0032003454856520076
Closure_24,20251218_075532,20251218_075543,0.0015695620224329687,0.001557038405624902,0.0031266004280578706
Closure_92,20251218_075532,20251218_075543,0.0015451372294552623,0.001539646901558043,0.0030847841310133054
JacksonDatabind_58,20251218_075532,20251218_075543,0.0015517091835526298,0.0015327632145437208,0.0030844723980963506
Math_58,20251218_075532,20251218_075543,0.0015771765307508456,0.0015010673711638792,0.003078243901914725
Compress_32,20251218_075532,20251218_075543,0.0015296453307604985,0.0015279009277671997,0.003057546258527698
Csv_5,20251218_075532,20251218_075543,0.0015182317653807953,0.0015072287903825938,0.003025460555763389
Lang_65,20251218_075532,20251218_075543,0.0015042653398700256,0.0014886446677300387,0.0029929100076000643
Mockito_11,20251218_075532,20251218_075543,0.0014973337611097204,0.0014683854346181843,0.0029657191957279047
JacksonCore_6,20251218_075532,20251218_075543,0.0014635436732823859,0.0014590395771992334,0.0029225832504816193
Closure_57,20251218_075532,20251218_075543,0.0014378434416999486,0.0014349408720022816,0.00287278431370223
Mockito_18,20251218_075532,20251218_075543,0.0014310830703005983,0.0014271036463467828,0.002858186716647381
Gson_15,20251218_075532,20251218_075543,0.0014168905387510478,0.0014082984300701623,0.00282518896882121
JacksonCore_5,20251218_075532,20251218_075543,0.0014087828355238141,0.0014036519449340582,0.0028124347804578723
Closure_21,20251218_075532,20251218_075543,0.0013889798726294256,0.0013852662242813652,0.0027742460969107908
Closure_65,20251218_075532,20251218_075543,0.0013873761272500396,0.0013859433447656454,0.002773319472015685
Jsoup_33,20251218_075532,20251218_075543,0.0013632927090325708,0.0013538035216027356,0.0027170962306353064
Jsoup_55,20251218_075532,20251218_075543,0.0013522407618355992,0.0013450067665790382,0.0026972475284146374
JacksonDatabind_52,20251218_075532,20251218_075543,0.0013221402767389367,0.0013189693864300613,0.002641109663168998
Compress_35,20251218_075532,20251218_075543,0.0013463179481432164,0.0012856547405539279,0.0026319726886971442
JacksonXml_3,20251218_075532,20251218_075543,0.0013053790822263878,0.0013032371374829931,0.002608616219709381
Math_76,20251218_075532,20251218_075543,0.0012933145520976908,0.001284835490757216,0.0025781500428549067
Closure_160,20251218_075532,20251218_075543,0.0012911182641957009,0.001286682821992899,0.0025778010861886
Compress_44,20251218_075532,20251218_075543,0.001271592529280774,0.0012533733322007828,0.0025249658614815568
JacksonDatabind_104,20251218_075532,20251218_075543,0.0012733567879148477,0.0012436600186948796,0.0025170168066097273
Jsoup_24,20251218_075532,20251218_075543,0.0012528181456055165,0.0012486332650523996,0.002501451410657916
JacksonDatabind_29,20251218_075532,20251218_075543,0.0012395148134911604,0.0012301452017142904,0.002469660015205451
Closure_22,20251218_075532,20251218_075543,0.0011801588759015047,0.0011747772732007729,0.0023549361491022776
JacksonDatabind_76,20251218_075532,20251218_075543,0.001151704797312858,0.0011454044885338566,0.0022971092858467147
Chart_14,20251218_075532,20251218_075543,0.0011232872271722538,0.0011205358292319782,0.002243823056404232
Jsoup_50,20251218_075532,20251218_075543,0.0011222849816863167,0.0011105719022452831,0.0022328568839316
Gson_7,20251218_075532,20251218_075543,0.0011140581784128134,0.001111030112951994,0.0022250882913648073
Compress_12,20251218_075532,20251218_075543,0.001087185008860736,0.0010825920840528522,0.002169777092913588
Chart_21,20251218_075532,20251218_075543,0.0010096156183656557,0.0010001487401252313,0.002009764358490887
Time_19,20251218_075532,20251218_075543,0.001006329466791911,0.0009959627572230373,0.0020022922240149482
Compress_36,20251218_075532,20251218_075543,0.0009992326817929165,0.0009711872141219963,0.0019704198959149127
Jsoup_48,20251218_075532,20251218_075543,0.0009786145256105439,0.0009711680879456045,0.0019497826135561483
Closure_130,20251218_075532,20251218_075543,0.0009496358690526119,0.0009408722958618269,0.0018905081649144388
JacksonDatabind_3,20251218_075532,20251218_075543,0.0009261513602583094,0.0009214831837930735,0.0018476345440513828
Jsoup_42,20251218_075532,20251218_075543,0.0009177471337398213,0.0009128459077045641,0.0018305930414443854
Time_12,20251218_075532,20251218_075543,0.000904062061121369,0.0008949722508945594,0.0017990343120159284
Cli_25,20251218_075532,20251218_075543,0.0008907187738280697,0.0008874069671706126,0.0017781257409986823
Math_96,20251218_075532,20251218_075543,0.0008848938960812625,0.0008733210701570501,0.0017582149662383126
Time_23,20251218_075532,20251218_075543,0.0008527998952101434,0.0008494829751580836,0.001702282870368227
Lang_28,20251218_075532,20251218_075543,0.0008298098470700399,0.0008110095759202123,0.0016408194229902522
Closure_20,20251218_075532,20251218_075543,0.0008149701402999643,0.0008117112296598928,0.001626681369959857
Time_27,20251218_075532,20251218_075543,0.000788505897352243,0.0007778534628321895,0.0015663593601844324
JacksonDatabind_4,20251218_075532,20251218_075543,0.0007662243725259366,0.0007621077296847906,0.0015283321022107272
Codec_9,20251218_075532,20251218_075543,0.0007600123881379428,0.000756561585177523,0.0015165739733154658
JacksonCore_24,20251218_075532,20251218_075543,0.0007359926507983783,0.0007313371703212938,0.0014673298211196721
Chart_4,20251218_075532,20251218_075543,0.0006968293541405046,0.0006955504063505624,0.001392379760491067
JacksonCore_11,20251218_075532,20251218_075543,0.0006878546341571035,0.0006813187944350752,0.0013691734285921787
Lang_11,20251218_075532,20251218_075543,0.0006669478387759664,0.0006639787320454589,0.0013309265708214254
Codec_18,20251218_075532,20251218_075543,0.0006596382854098248,0.0006567347607883715,0.0013163730461981963
Collections_16,20251218_075532,20251218_075543,0.0006396860919071212,0.0006278192295747671,0.0012675053214818884
Compress_21,20251218_075532,20251218_075543,0.0006201431048664663,0.0006158369898753594,0.0012359800947418257
Codec_2,20251218_075532,20251218_075543,0.0005971621636782221,0.0005957143331618339,0.001192876496840056
Closure_91,20251218_075532,20251218_075543,0.0005877903557740538,0.0005801658681360913,0.0011679562239101451
Closure_143,20251218_075532,20251218_075543,0.0005708899141663171,0.0005643785720099593,0.0011352684861762764
Chart_10,20251218_075532,20251218_075543,0.0005587924648622344,0.0005524471170062963,0.0011112395818685308
Csv_6,20251218_075532,20251218_075543,0.000535106417646869,0.0005308978465072677,0.0010660042641541367
Jsoup_20,20251218_075532,20251218_075543,0.0005032206242945314,0.0005013361813872266,0.001004556805681758
Closure_83,20251218_075532,20251218_075543,0.0004870692030918278,0.0004735676095989176,0.0009606368126907454
JxPath_19,20251218_075532,20251218_075543,0.0004715514699962231,0.0004666821043118642,0.0009382335743080873
Lang_17,20251218_075532,20251218_075543,0.0004583766292840519,0.00045023857620746927,0.0009086152054915211
JacksonDatabind_93,20251218_075532,20251218_075543,0.0004462677271754867,0.0004433747242312295,0.0008896424514067162
Closure_36,20251218_075532,20251218_075543,0.00043545321641236256,0.0004336922723587977,0.0008691454887711603
Math_5,20251218_075532,20251218_075543,0.00040051964257581396,0.00039905487820401323,0.0007995745207798272
Jsoup_86,20251218_075532,20251218_075543,0.00039821246738336313,0.0003914726525296175,0.0007896851199129806
Jsoup_11,20251218_075532,20251218_075543,0.00037668250998557085,0.00037453487152006547,0.0007512173815056363
Cli_11,20251218_075532,20251218_075543,0.000376894252674731,0.000374237143557477,0.000751131396232208
Lang_43,20251218_075532,20251218_075543,0.0003681467518454884,0.00036229162023696665,0.000730438372082455
Closure_95,20251218_075532,20251218_075543,0.00036451278702243073,0.0003635966538810369,0.0007281094409034676
Math_3,20251218_075532,20251218_075543,0.0003618854731446408,0.00036073287560505233,0.0007226183487496931
Mockito_38,20251218_075532,20251218_075543,0.0003573641609160294,0.0003513956771177412,0.0007087598380337706
Mockito_37,20251218_075532,20251218_075543,0.0003093612645219679,0.0003055300071063121,0.00061489127162828
Lang_14,20251218_075532,20251218_075543,0.00027777915609461523,0.00027563609774150597,0.0005534152538361212
Lang_60,20251218_075532,20251218_075543,0.00026725041044928233,0.00026672270492748384,0.0005339731153767662
Lang_22,20251218_075532,20251218_075543,0.0002584000150622767,0.0002576292144791832,0.0005160292295414599
Time_4,20251218_075532,20251218_075543,0.0002510594017830492,0.0002488334181564855,0.0004998928199395347
JacksonDatabind_112,20251218_075532,20251218_075543,0.00024110819410916307,0.0002401356263594199,0.00048124382046858295
Cli_35,20251218_075532,20251218_075543,0.00021067674543839843,0.00020908541263359344,0.00041976215807199187
JacksonDatabind_81,20251218_075532,20251218_075543,0.00020601956720978087,0.0002041887491941452,0.0004102083164039261
Collections_23,20251218_075532,20251218_075543,0.00019914134354670487,0.00019796347046518396,0.00039710481401188883
JacksonDatabind_80,20251218_075532,20251218_075543,0.00019141249935761273,0.00019087907262579657,0.0003822915719834093
Math_66,20251218_075532,20251218_075543,0.00017177288698677629,0.00017088721506297588,0.00034266010204975217
Math_97,20251218_075532,20251218_075543,0.00016958316519977146,0.00016885998233085332,0.0003384431475306248
JacksonDatabind_48,20251218_075532,20251218_075543,0.0001672423690601832,0.0001666679008372027,0.0003339102698973859
Time_2,20251218_075532,20251218_075543,0.00014641420576744224,0.00014521169941872358,0.0002916259051861658
Closure_113,20251218_075532,20251218_075543,0.0001450261349800197,0.00014446669648327448,0.0002894928314632942
Jsoup_61,20251218_075532,20251218_075543,0.00012929488167512382,0.0001290382789954725,0.0002583331606705963
JacksonDatabind_16,20251218_075532,20251218_075543,0.0001310802834717517,0.00012288643634870977,0.0002539667198204615
Math_11,20251218_075532,20251218_075543,0.00011921697120187424,0.00011878488308722426,0.0002380018542890985
Collections_22,20251218_075532,20251218_075543,9.252337658205434e-05,9.199854024906709e-05,0.00018452191683112143
Math_80,20251218_075532,20251218_075543,8.037150732609355e-05,8.002600034623213e-05,0.00016039750767232568
